bus_no,route_name,stops_name_between_route
1048_2,Vanashri Nagar → Cbt-D,Vanashri Nagar → Rama Krishna → Shreyas Colony → Kondappan Layout → Vanashri Nagar 1St Stop → Sdm Quarters → Ashraya Colony Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1048,Vanashri Nagar → Cbt-D,Vanashri Nagar → Rama Krishna → Shreyas Colony → Kondappan Layout → Vanashri Nagar 1St Stop → Sdm Quarters → Ashraya Colony Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1048_2,Cbt-D → Vanashri Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Ashraya Colony Cross → Sdm Quarters → Vanashri Nagar 1St Stop → Kondappan Layout → Shreyas Colony → Rama Krishna → Vanashri Nagar
1049,Cbt-D → New Bus Stand-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
1049_2,New Bus Stand-D → Cbt-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1049,New Bus Stand-D → Cbt-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1049_2,Cbt-D → New Bus Stand-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
105,Chabbi → Hosur Terminal,Chabbi → Chabbi Socity → Haralikatti 2Nd Cross → Chabbi Siddharudha Matt → Haralikatti 1St Cross → Chabbi Cross → Pale Cross → Serevad Cross → Noolvi Cross → Adrgunchi Cross → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Noorani Market → Obs Sh → Hosur Terminal
105_2,Hosur Terminal → Chabbi,Hosur Terminal → Obs Sh → Noorani Market → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Adrgunchi Cross → Noolvi Cross → Serevad Cross → Pale Cross → Chabbi Cross → Haralikatti 1St Cross → Chabbi Siddharudha Matt → Haralikatti 2Nd Cross → Chabbi Socity → Chabbi
105,Hosur Terminal → Chabbi,Hosur Terminal → Obs Sh → Noorani Market → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Adrgunchi Cross → Noolvi Cross → Serevad Cross → Pala Cross → Chabbi Cross → Haralikatti 1St Cross → Chabbi Siddharudha Matt → Haralikatti 2Nd Cross → Chabbi Socity → Chabbi
105_2,Chabbi → Hosur Terminal,Chabbi → Chabbi Socity → Haralikatti 2Nd Cross → Chabbi Siddharudha Matt → Haralikatti 1St Cross → Chabbi Cross → Pala Cross → Serevad Cross → Noolvi Cross → Adrgunchi Cross → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Noorani Market → Obs Sh → Hosur Terminal
1050,Cbt-D → Rajiv Gandhi Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Kendriya Vidyalaya → Someshwara Temple → Siddeshwara Nagar → Rajiv Gandhi Nagar 1St Stop → Shankar Kirani Store → Menashinakai Oni → Railway Track → Rajiv Gandhi Nagar School → Rajiv Gandhi Nagar
1050_2,Rajiv Gandhi Nagar → Cbt-D,Rajiv Gandhi Nagar → Rajiv Gandhi Nagar School → Railway Track → Menashinakai Oni → Shankar Kirani Store → Rajiv Gandhi Nagar 1St Stop → Siddeshwara Nagar → Someshwara Temple → Kendriya Vidyalaya → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1050,Rajiv Gandhi Nagar → Cbt-D,Rajiv Gandhi Nagar → Rajiv Gandhi Nagar School → Railway Track → Menashinakai Oni → Shankar Kirani Store → Rajiv Gandhi Nagar 1St Stop → Siddeshwara Nagar → Someshwara Temple → Kendriya Vidyalaya → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1050_2,Cbt-D → Rajiv Gandhi Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Kendriya Vidyalaya → Someshwara Temple → Siddeshwara Nagar → Rajiv Gandhi Nagar 1St Stop → Shankar Kirani Store → Menashinakai Oni → Railway Track → Rajiv Gandhi Nagar School → Rajiv Gandhi Nagar
1051,Cbt-D → Saraswathipura,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Modern Hall → Saraswathipura
1051_2,Saraswathipura → Cbt-D,Saraswathipura → Modern Hall → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1051,Saraswathipura → Cbt-D,Saraswathipura → Modern Hall → Nttf → Hosa Yallapur Cross → Court Circle → Jubilee Circle → Cbt-D
1051_2,Cbt-D → Saraswathipura,Cbt-D → Jubilee Circle → Court Circle → Hosa Yallapur Cross → Nttf → Modern Hall → Saraswathipura
1053,Cbt-D → Jss Public School,Cbt-D → Jubilee Circle → Lic → Kcd → Nayadu Girini → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar Cross → Shivalaya → Ics College → Nehru Nagar Cross → Neharu Nagar 1St Stop → Nehru Nagar → Jss Public School
1053_2,Jss Public School → Cbt-D,Jss Public School → Nehru Nagar → Neharu Nagar 1St Stop → Nehru Nagar Cross → Ics College → Shivalaya → Srinagar Cross → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → Nayadu Girini → Kcd → Lic → Jubilee Circle → Cbt-D
1053,Jss Public School → Cbt-D,Jss Public School → Neharu Nagar → Neharu Nagar 1St Stop → Nehru Nagar Cross → Ics College → Shivalaya → Srinagar → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → K C D → Lic → Jubilee Circle → Anjuman Circle → Cbt-D
1053_2,Cbt-D → Jss Public School,Cbt-D → Anjuman Circle → Jubilee Circle → Lic → K C D → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar → Shivalaya → Ics College → Nehru Nagar Cross → Neharu Nagar 1St Stop → Neharu Nagar → Jss Public School
1054,Cbt-D → Hanumanth Nagar -D,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Dc Office → Uday Hostel → Old Central School → Kariyyamma Temple → Ragavendra Nagar → Barakotri → Barakotari Bridge → Nirmala Nagar → Navodhaya Nagar → Extranal Department → Ka Univercity → Nijalingappa Hostel → Bhala Balaga → Nisarga → Hanumanthaa Nagar Cross → Hanumanth Nagar -D
1054_2,Hanumanth Nagar -D → Cbt-D,Hanumanth Nagar -D → Hanumanthaa Nagar Cross → Nisarga → Bhala Balaga → Nijalingappa Hostel → Ka Univercity → Extranal Department → Navodhaya Nagar → Nirmala Nagar → Barakotari Bridge → Barakotri → Ragavendra Nagar → Kariyyamma Temple → Old Central School → Uday Hostel → Dc Office → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1054,Hanumanth Nagar -D → Cbt-D,Hanumanth Nagar -D → Hanumanthaa Nagar Cross → Nisarga → Bhala Balaga → Nijalingappa Hostel → Ka Univercity → Extranal Department → Navodhaya Nagar → Nirmala Nagar → Barakotari Bridge → Barakotri → Ragavendra Nagar → Kariyyamma Temple → Old Central School → Uday Hostel → C B Nagar → Headpost Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1054_2,Cbt-D → Hanumanth Nagar -D,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Headpost Office → C B Nagar → Uday Hostel → Old Central School → Kariyyamma Temple → Ragavendra Nagar → Barakotri → Barakotari Bridge → Nirmala Nagar → Navodhaya Nagar → Extranal Department → Ka Univercity → Nijalingappa Hostel → Bhala Balaga → Nisarga → Hanumanthaa Nagar Cross → Hanumanth Nagar -D
1057,Cbt-D → Jogellapur,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Giri Nagar D → Hattikola Cross → Nugikeri Hanuman Temple Gate → Hanchinamani College → Nugikeri Village → Yarikoppa Cross → Jogellapur Cross → Jogellapur 1St Stop → Jogyallapur 2Nd Stop → Jogellapur
1057_2,Jogellapur → Cbt-D,Jogellapur → Jogyallapur 2Nd Stop → Jogellapur 1St Stop → Jogellapur Cross → Yarikoppa Cross → Nugikeri Village → Hanchinamani College → Nugikeri Hanuman Temple Gate → Hattikola Cross → Giri Nagar D → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1057,Jogellapur → Cbt-D,Jogellapur → Jogyallapur 2Nd Stop → Jogellapur 1St Stop → Jogellapur Cross → Yarikoppa Cross → Nugikeri Village → Hanchinamani College → Nugikeri Hanuman Temple Gate → Hattikol Cross → Giri Nagar D → M I S → Purohith Nagar → Saraswathipura → Rajathagiri → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1057_2,Cbt-D → Jogellapur,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Rajathagiri → Saraswathipura → Purohith Nagar → M I S → Giri Nagar D → Hattikol Cross → Nugikeri Hanuman Temple Gate → Hanchinamani College → Nugikeri Village → Yarikoppa Cross → Jogellapur Cross → Jogellapur 1St Stop → Jogyallapur 2Nd Stop → Jogellapur
1058,Cbt-D → Lohiya Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Lohiya Nagar -D1
1058_2,Lohiya Nagar -D1 → Cbt-D,Lohiya Nagar -D1 → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1058,Lohiya Nagar -D1 → Cbt-D,Lohiya Nagar -D1 → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1058_2,Cbt-D → Lohiya Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Lohiya Nagar -D1
1059,Cbt-D → Jadava Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Yammikeri → Modern Hall → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tajesavi Nagar → Tejasvi Nagar Bus Stop → Jadava Nagar -D1
1059_2,Jadava Nagar -D1 → Cbt-D,Jadava Nagar -D1 → Tejasvi Nagar Bus Stop → Tajesavi Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Modern Hall → Yammikeri → Court Circle → Jubilee Circle → Cbt-D
1059,Jadava Nagar -D1 → Cbt-D,Jadava Nagar -D1 → Tejasvi Nagar Bus Stop → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Yammikeri → Court Circle → Jubilee Circle → Cbt-D
1059_2,Cbt-D → Jadava Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Yammikeri → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tejasvi Nagar Bus Stop → Jadava Nagar -D1
106,Chavaragudda → Hosur Terminal,Chavaragudda → Ramapur Cross → Ramapur → Ramapur Cross → Chennapur → M/S (Milestone) → Bridge Rc1 → Shiva Gowdown → Anchitageri Govt School → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
106_2,Hosur Terminal → Chavaragudda,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Anchitageri Govt School → Shiva Gowdown → Bridge Rc1 → M/S (Milestone) → Chennapur → Ramapur Cross → Ramapur → Ramapur Cross → Chavaragudda
106,Hosur Terminal → Chavaragudda,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Anchitageri Govt School → Shiva Gowdown → Bridge Rc2 → M/S (Milestone) → Chennapur → Ramapura Cross → Ramapur → Ramapur Cross → Chavaragudda
106_2,Chavaragudda → Hosur Terminal,Chavaragudda → Ramapur Cross → Ramapur → Ramapura Cross → Chennapur → M/S (Milestone) → Bridge Rc2 → Shiva Gowdown → Anchitageri Govt School → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
1061,Cbt-D → Iiit-D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Iiit-D1
1061_2,Iiit-D1 → Cbt-D,Iiit-D1 → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1061,Iiit-D1 → Cbt-D,Iiit-D1 → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1061_2,Cbt-D → Iiit-D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Iiit-D1
1065,Cbt-D → Gamanagatti,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Sattur → Sdm Medical College → Navalur Railway Station → K M F 1 - D → Rayapur → Iskcon Temple → K S F C → Rto Office → Income Tax → Cancer Hospital → Bsr Circle → Karnataka Circle → Shivanand Nagar → City Park Cross → Joshi Pharma → M M Joshi Park → Kariyamma Temple-H → Gamanagatti
1065_2,Gamanagatti → Cbt-D,Gamanagatti → Kariyamma Temple-H → M M Joshi Park → Joshi Pharma → City Park Cross → Shivanand Nagar → Karnataka Circle → Bsr Circle → Cancer Hospital → Income Tax → Rto Office → K S F C → Iskcon Temple → Rayapur → K M F 1 - D → Navalur Railway Station → Sdm Medical College → Sattur → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1065,Gamanagatti → Cbt-D,Gamanagatti → Kariyamma Temple-H → M M Joshi Park → Joshi Pharma → City Park Cross → Shivanand Nagar → Karnataka Circle → Bsr Circle → Cancer Hospital → Navanagar Corridor → Income Tax → Rto Office → Iskcon Temple → Rayapur → K M F 1 - D2 → Navalur Railway Station → Sdm Medical College → Sattur Cross → Dental → Navalur Cross → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1065_2,Cbt-D → Gamanagatti,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Navalur Cross → Dental → Sattur Cross → Sdm Medical College → Navalur Railway Station → K M F 1 - D2 → Rayapur → Iskcon Temple → Rto Office → Income Tax → Navanagar Corridor → Cancer Hospital → Bsr Circle → Karnataka Circle → Shivanand Nagar → City Park Cross → Joshi Pharma → M M Joshi Park → Kariyamma Temple-H → Gamanagatti
1066,Bendre Nagar → Dwr Sd,Bendre Nagar → Bgs School → Gtc Cross Sd → Gtc → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Corporation-D → Dwr Sd
1066_2,Dwr Sd → Bendre Nagar,Dwr Sd → Corporation-D → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → Gtc → Gtc Cross Sd → Bgs School → Bendre Nagar
1068,Pavate Nagar → Dwr Sd,Pavate Nagar → Working Womens Hostel → Womens Hostel → Srinagar → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → K C D → Lic → Jubilee Circle → Anjuman Circle → Dwr Sd
1068_2,Dwr Sd → Pavate Nagar,Dwr Sd → Anjuman Circle → Jubilee Circle → Lic → K C D → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar → Womens Hostel → Working Womens Hostel → Pavate Nagar
107,Devargudihal → Hosur Terminal,Devargudihal → Devargudihal Form → Gariyan → Parsapur Plot → Parsapur → Vk Formouse → Gangival Govt School → Gangi Val → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Vani Plot → Shimla Nagar → Lakkyhall → Shubhash Nagar → Gudihal Cross → Indi Pump Sh → Old Hubli Circle → New English School-H → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
107_2,Hosur Terminal → Devargudihal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School-H → Old Hubli Circle → Indi Pump Sh → Gudihal Cross → Shubhash Nagar → Lakkyhall → Shimla Nagar → Vani Plot → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Gangi Val → Gangival Govt School → Vk Formouse → Parsapur → Parsapur Plot → Gariyan → Devargudihal Form → Devargudihal
107,Hosur Terminal → Devargudihal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School-H → Old Hubli Circle → Indi Pump Sh → Gudihal Cross → Shubhash Nagar → Lakkyhall → Shimla Nagar → Vani Plot → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Gangi Val → Gangival Govt School → Vk Formouse → Parsapur → Parsapur Plot → Gariyan → Devargudihal Form → Devargudihal
107_2,Devargudihal → Hosur Terminal,Devargudihal → Devargudihal Form → Gariyan → Parsapur Plot → Parsapur → Vk Formouse → Gangival Govt School → Gangi Val → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Vani Plot → Shimla Nagar → Lakkyhall → Shubhash Nagar → Gudihal Cross → Indi Pump Sh → Old Hubli Circle → New English School-H → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
1072,Cbt-D → Bellad Nagar,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Desai Colony → Saraswathipura Cross → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Someshwara Temple → Bellad Nagar
1072_2,Bellad Nagar → Cbt-D,Bellad Nagar → Someshwara Temple → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Saraswathipura Cross → Desai Colony → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1072,Bellad Nagar → Cbt-D,Bellad Nagar → Someshwara Temple → Sdm Engg College → Purohith Nagar → Tajesavi Nagar → Saraswathipura → Saraswathipura Cross → Desai Colony → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1072_2,Cbt-D → Bellad Nagar,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Desai Colony → Saraswathipura Cross → Saraswathipura → Tajesavi Nagar → Purohith Nagar → Sdm Engg College → Someshwara Temple → Bellad Nagar
1073,Dwr Sd → Shivalli,Dwr Sd → Shivaji Circle → Hebballi Agasi → Mr Nagar → Tulja Bavani Gudi → Hebballi Form → Govin Koppa Cross → Mi Nalwadi School → Pattri Gida → Gongadi Koppa Cross → Somapur → Mardgi Cross → Hubballi Cross → Shivalli
1073_2,Shivalli → Dwr Sd,Shivalli → Hubballi Cross → Mardgi Cross → Somapur → Gongadi Koppa Cross → Pattri Gida → Mi Nalwadi School → Govin Koppa Cross → Hebballi Form → Tulja Bavani Gudi → Mr Nagar → Hebballi Agasi → Shivaji Circle → Dwr Sd
1073,Shivalli → Dwr Sd,Shivalli → Hubballi Cross → Mardgi Cross → Somapur → Gongadi Koppa Cross → Pattri Gida → Mi Nalwadi School → Govin Koppa Cross → Hebballi Form → Tulja Bavani Gudi → Mr Nagar → Hebballi Agasi → Shivaji Circle → Raman Gouda Haspital → Old Sp Office → Corporation-D → Dwr Sd
1073_2,Dwr Sd → Shivalli,Dwr Sd → Corporation-D → Old Sp Office → Raman Gouda Haspital → Shivaji Circle → Hebballi Agasi → Mr Nagar → Tulja Bavani Gudi → Hebballi Form → Govin Koppa Cross → Mi Nalwadi School → Pattri Gida → Gongadi Koppa Cross → Somapur → Mardgi Cross → Hubballi Cross → Shivalli
1074,Cbt-D → Talwai,Cbt-D → Shivaji Circle → Depot Circle → Murga Matha Sd → Mahanta Nagar → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti → Ashram → Kankur Govt School → Kankur → Kankur Mile Stone → Talwai
1074_2,Talwai → Cbt-D,Talwai → Kankur Mile Stone → Kankur → Kankur Govt School → Ashram → Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mahanta Nagar → Murga Matha Sd → Depot Circle → Shivaji Circle → Cbt-D
1074,Talwai → Cbt-D,Talwai → Kankur Mile Stone → Kankur → Ashram → Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mahanta Nagar → Murga Matha Sd → Depot Circle Sd → Shivaji Circle Sd → Raman Gouda Haspital → Old Sp Office → Corporation-D → Cbt-D
1074_2,Cbt-D → Talwai,Cbt-D → Corporation-D → Old Sp Office → Raman Gouda Haspital → Shivaji Circle Sd → Depot Circle Sd → Murga Matha Sd → Mahanta Nagar → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti → Ashram → Kankur → Kankur Mile Stone → Talwai
1075,Dwr Sd → Baad,Dwr Sd → Dharwad Akashwani → Dasanakoppa → Shivalaya → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Salakin Koppa → Anand Ashram → Baad Dhaba → Baad Cross → Baad
1075_2,Baad → Dwr Sd,Baad → Baad Cross → Baad Dhaba → Anand Ashram → Salakin Koppa → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Shivalaya → Dasanakoppa → Dharwad Akashwani → Dwr Sd
1077,Belli Gatti → Dwr Sd,Belli Gatti → Mile Stione Kachha Rode → Managundi → Pandav Nagar → Managundi  1St Stop → Form → Manasur Plot → Mansur → Mansur Govt School → Siddeshwar Matha → Sali Matha School → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Ics College → Shivalaya → Servomangala → Dasanakoppa → Old Sp Office Sd → Corporation-D → Dwr Sd
1077_2,Dwr Sd → Belli Gatti,Dwr Sd → Corporation-D → Old Sp Office Sd → Dasanakoppa → Servomangala → Shivalaya → Ics College → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Sali Matha School → Siddeshwar Matha → Mansur Govt School → Mansur → Manasur Plot → Form → Managundi  1St Stop → Pandav Nagar → Managundi → Mile Stione Kachha Rode → Belli Gatti
1077,Dwr Sd → Belli Gatti,Dwr Sd → Oswal Sd → Old Sp Office → Dasanakoppa → Shivalaya → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Sali Matha School → Siddeshwar Matha → Mansur Govt School → Mansur → Manasur Plot → Form → Managundi Govt School → Managundi  1St Stop → Pandav Nagar → Managundi → Mile Stione Kachha Road → Belli Gatti
