bus_no,route_name,stops_name_between_route
1047,Tadsinkoppa ⇆ CBT-D,Tadsinkoppa → Tadasinakoppa Govt School → Durgamma Temple Tadasinkoppa → Basavanna Temple → Itti Gatti Cross → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1047R,Cbt-D ⇆ Tadsinkoppa,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Itti Gatti Cross → Basavanna Temple → Durgamma Temple Tadasinkoppa → Tadasinakoppa Govt School → Tadsinkoppa
1048,CBT-D ⇆ Vanashri Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Ashraya Colony Cross → Sdm Quarters → Vanashri Nagar 1St Stop → Kondappan Layout → Shreyas Colony → Rama Krishna → Vanashri Nagar
1048R,Vanashri Nagar ⇆ Cbt-D,Vanashri Nagar → Rama Krishna → Shreyas Colony → Kondappan Layout → Vanashri Nagar 1St Stop → Sdm Quarters → Ashraya Colony Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1048,CBT-D ⇆ Vanashri Nagar,Vanashri Nagar → Rama Krishna → Shreyas Colony → Kondappan Layout → Vanashri Nagar 1St Stop → Sdm Quarters → Ashraya Colony Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1048R,Cbt-D ⇆ Vanashri Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Ashraya Colony Cross → Sdm Quarters → Vanashri Nagar 1St Stop → Kondappan Layout → Shreyas Colony → Rama Krishna → Vanashri Nagar
1049,CBT-D ⇆ New Bus Stand-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
1049R,New Bus Stand-D ⇆ Cbt-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1049,CBT-D ⇆ New Bus Stand-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1049R,Cbt-D ⇆ New Bus Stand-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
105,Chabbi ⇆ Hosur Terminal,Chabbi → Chabbi Socity → Haralikatti 2Nd Cross → Chabbi Siddharudha Matt → Haralikatti 1St Cross → Chabbi Cross → Pale Cross → Serevad Cross → Noolvi Cross → Adrgunchi Cross → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Noorani Market → Obs Sh → Hosur Terminal
105R,Hosur Terminal ⇆ Chabbi,Hosur Terminal → Obs Sh → Noorani Market → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Adrgunchi Cross → Noolvi Cross → Serevad Cross → Pale Cross → Chabbi Cross → Haralikatti 1St Cross → Chabbi Siddharudha Matt → Haralikatti 2Nd Cross → Chabbi Socity → Chabbi
105,Chabbi ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Noorani Market → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Adrgunchi Cross → Noolvi Cross → Serevad Cross → Pala Cross → Chabbi Cross → Haralikatti 1St Cross → Chabbi Siddharudha Matt → Haralikatti 2Nd Cross → Chabbi Socity → Chabbi
105R,Chabbi ⇆ Hosur Terminal,Chabbi → Chabbi Socity → Haralikatti 2Nd Cross → Chabbi Siddharudha Matt → Haralikatti 1St Cross → Chabbi Cross → Pala Cross → Serevad Cross → Noolvi Cross → Adrgunchi Cross → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Noorani Market → Obs Sh → Hosur Terminal
1050,Rajiv Gandhi Nagar ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Kendriya Vidyalaya → Someshwara Temple → Siddeshwara Nagar → Rajiv Gandhi Nagar 1St Stop → Shankar Kirani Store → Menashinakai Oni → Railway Track → Rajiv Gandhi Nagar School → Rajiv Gandhi Nagar
1050R,Rajiv Gandhi Nagar ⇆ Cbt-D,Rajiv Gandhi Nagar → Rajiv Gandhi Nagar School → Railway Track → Menashinakai Oni → Shankar Kirani Store → Rajiv Gandhi Nagar 1St Stop → Siddeshwara Nagar → Someshwara Temple → Kendriya Vidyalaya → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1050,Rajiv Gandhi Nagar ⇆ CBT-D,Rajiv Gandhi Nagar → Rajiv Gandhi Nagar School → Railway Track → Menashinakai Oni → Shankar Kirani Store → Rajiv Gandhi Nagar 1St Stop → Siddeshwara Nagar → Someshwara Temple → Kendriya Vidyalaya → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1050R,Cbt-D ⇆ Rajiv Gandhi Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Kendriya Vidyalaya → Someshwara Temple → Siddeshwara Nagar → Rajiv Gandhi Nagar 1St Stop → Shankar Kirani Store → Menashinakai Oni → Railway Track → Rajiv Gandhi Nagar School → Rajiv Gandhi Nagar
1051,CBT-D ⇆ Saraswathipura,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Modern Hall → Saraswathipura
1051R,Saraswathipura ⇆ Cbt-D,Saraswathipura → Modern Hall → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1051,CBT-D ⇆ Saraswathipura,Saraswathipura → Modern Hall → Nttf → Hosa Yallapur Cross → Court Circle → Jubilee Circle → Cbt-D
1051R,Cbt-D ⇆ Saraswathipura,Cbt-D → Jubilee Circle → Court Circle → Hosa Yallapur Cross → Nttf → Modern Hall → Saraswathipura
1053,CBT-D ⇆ JSS Public School,Cbt-D → Jubilee Circle → Lic → Kcd → Nayadu Girini → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar Cross → Shivalaya → Ics College → Nehru Nagar Cross → Neharu Nagar 1St Stop → Nehru Nagar → Jss Public School
1053R,Jss Public School ⇆ Cbt-D,Jss Public School → Nehru Nagar → Neharu Nagar 1St Stop → Nehru Nagar Cross → Ics College → Shivalaya → Srinagar Cross → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → Nayadu Girini → Kcd → Lic → Jubilee Circle → Cbt-D
1053,CBT-D ⇆ JSS Public School,Jss Public School → Neharu Nagar → Neharu Nagar 1St Stop → Nehru Nagar Cross → Ics College → Shivalaya → Srinagar → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → K C D → Lic → Jubilee Circle → Anjuman Circle → Cbt-D
1053R,Cbt-D ⇆ Jss Public School,Cbt-D → Anjuman Circle → Jubilee Circle → Lic → K C D → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar → Shivalaya → Ics College → Nehru Nagar Cross → Neharu Nagar 1St Stop → Neharu Nagar → Jss Public School
1054,Hanumanth Nagar -D ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Dc Office → Uday Hostel → Old Central School → Kariyyamma Temple → Ragavendra Nagar → Barakotri → Barakotari Bridge → Nirmala Nagar → Navodhaya Nagar → Extranal Department → Ka Univercity → Nijalingappa Hostel → Bhala Balaga → Nisarga → Hanumanthaa Nagar Cross → Hanumanth Nagar -D
1054R,Hanumanth Nagar -D ⇆ Cbt-D,Hanumanth Nagar -D → Hanumanthaa Nagar Cross → Nisarga → Bhala Balaga → Nijalingappa Hostel → Ka Univercity → Extranal Department → Navodhaya Nagar → Nirmala Nagar → Barakotari Bridge → Barakotri → Ragavendra Nagar → Kariyyamma Temple → Old Central School → Uday Hostel → Dc Office → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1054,Hanumanth Nagar -D ⇆ CBT-D,Hanumanth Nagar -D → Hanumanthaa Nagar Cross → Nisarga → Bhala Balaga → Nijalingappa Hostel → Ka Univercity → Extranal Department → Navodhaya Nagar → Nirmala Nagar → Barakotari Bridge → Barakotri → Ragavendra Nagar → Kariyyamma Temple → Old Central School → Uday Hostel → C B Nagar → Headpost Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1054R,Cbt-D ⇆ Hanumanth Nagar -D,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Headpost Office → C B Nagar → Uday Hostel → Old Central School → Kariyyamma Temple → Ragavendra Nagar → Barakotri → Barakotari Bridge → Nirmala Nagar → Navodhaya Nagar → Extranal Department → Ka Univercity → Nijalingappa Hostel → Bhala Balaga → Nisarga → Hanumanthaa Nagar Cross → Hanumanth Nagar -D
1057,Jogellapur ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Giri Nagar D → Hattikola Cross → Nugikeri Hanuman Temple Gate → Hanchinamani College → Nugikeri Village → Yarikoppa Cross → Jogellapur Cross → Jogellapur 1St Stop → Jogyallapur 2Nd Stop → Jogellapur
1057R,Jogellapur ⇆ Cbt-D,Jogellapur → Jogyallapur 2Nd Stop → Jogellapur 1St Stop → Jogellapur Cross → Yarikoppa Cross → Nugikeri Village → Hanchinamani College → Nugikeri Hanuman Temple Gate → Hattikola Cross → Giri Nagar D → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1057,Jogellapur ⇆ CBT-D,Jogellapur → Jogyallapur 2Nd Stop → Jogellapur 1St Stop → Jogellapur Cross → Yarikoppa Cross → Nugikeri Village → Hanchinamani College → Nugikeri Hanuman Temple Gate → Hattikol Cross → Giri Nagar D → M I S → Purohith Nagar → Saraswathipura → Rajathagiri → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1057R,Cbt-D ⇆ Jogellapur,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Rajathagiri → Saraswathipura → Purohith Nagar → M I S → Giri Nagar D → Hattikol Cross → Nugikeri Hanuman Temple Gate → Hanchinamani College → Nugikeri Village → Yarikoppa Cross → Jogellapur Cross → Jogellapur 1St Stop → Jogyallapur 2Nd Stop → Jogellapur
1058,CBT-D ⇆ Lohiya Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Lohiya Nagar -D1
1058R,Lohiya Nagar -D1 ⇆ Cbt-D,Lohiya Nagar -D1 → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1058,CBT-D ⇆ Lohiya Nagar -D1,Lohiya Nagar -D1 → M I S → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1058R,Cbt-D ⇆ Lohiya Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → M I S → Lohiya Nagar -D1
1059,CBT-D ⇆ Jadava Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Yammikeri → Modern Hall → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tajesavi Nagar → Tejasvi Nagar Bus Stop → Jadava Nagar -D1
1059R,Jadava Nagar -D1 ⇆ Cbt-D,Jadava Nagar -D1 → Tejasvi Nagar Bus Stop → Tajesavi Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Modern Hall → Yammikeri → Court Circle → Jubilee Circle → Cbt-D
1059,CBT-D ⇆ Jadava Nagar -D1,Jadava Nagar -D1 → Tejasvi Nagar Bus Stop → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Yammikeri → Court Circle → Jubilee Circle → Cbt-D
1059R,Cbt-D ⇆ Jadava Nagar -D1,Cbt-D → Jubilee Circle → Court Circle → Yammikeri → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tejasvi Nagar Bus Stop → Jadava Nagar -D1
106,Hosur Terminal ⇆ Chavaragudda,Chavaragudda → Ramapur Cross → Ramapur → Ramapur Cross → Chennapur → M/S (Milestone) → Bridge Rc1 → Shiva Gowdown → Anchitageri Govt School → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
106R,Hosur Terminal ⇆ Chavaragudda,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Anchitageri Govt School → Shiva Gowdown → Bridge Rc1 → M/S (Milestone) → Chennapur → Ramapur Cross → Ramapur → Ramapur Cross → Chavaragudda
106,Hosur Terminal ⇆ Chavaragudda,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Anchitageri Govt School → Shiva Gowdown → Bridge Rc2 → M/S (Milestone) → Chennapur → Ramapura Cross → Ramapur → Ramapur Cross → Chavaragudda
106R,Chavaragudda ⇆ Hosur Terminal,Chavaragudda → Ramapur Cross → Ramapur → Ramapura Cross → Chennapur → M/S (Milestone) → Bridge Rc2 → Shiva Gowdown → Anchitageri Govt School → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
1061,CBT-D ⇆ Iiit-D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Iiit-D1
1061R,Iiit-D1 ⇆ Cbt-D,Iiit-D1 → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1061,CBT-D ⇆ Iiit-D1,Iiit-D1 → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1061R,Cbt-D ⇆ Iiit-D1,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Iiit-D1
1065,Gamanagatti ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur → Sattur → Sdm Medical College → Navalur Railway Station → K M F 1 - D → Rayapur → Iskcon Temple → K S F C → Rto Office → Income Tax → Cancer Hospital → Bsr Circle → Karnataka Circle → Shivanand Nagar → City Park Cross → Joshi Pharma → M M Joshi Park → Kariyamma Temple-H → Gamanagatti
1065R,Gamanagatti ⇆ Cbt-D,Gamanagatti → Kariyamma Temple-H → M M Joshi Park → Joshi Pharma → City Park Cross → Shivanand Nagar → Karnataka Circle → Bsr Circle → Cancer Hospital → Income Tax → Rto Office → K S F C → Iskcon Temple → Rayapur → K M F 1 - D → Navalur Railway Station → Sdm Medical College → Sattur → Navlur → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1065,Gamanagatti ⇆ CBT-D,Gamanagatti → Kariyamma Temple-H → M M Joshi Park → Joshi Pharma → City Park Cross → Shivanand Nagar → Karnataka Circle → Bsr Circle → Cancer Hospital → Navanagar Corridor → Income Tax → Rto Office → Iskcon Temple → Rayapur → K M F 1 - D2 → Navalur Railway Station → Sdm Medical College → Sattur Cross → Dental → Navalur Cross → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1065R,Cbt-D ⇆ Gamanagatti,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Navalur Cross → Dental → Sattur Cross → Sdm Medical College → Navalur Railway Station → K M F 1 - D2 → Rayapur → Iskcon Temple → Rto Office → Income Tax → Navanagar Corridor → Cancer Hospital → Bsr Circle → Karnataka Circle → Shivanand Nagar → City Park Cross → Joshi Pharma → M M Joshi Park → Kariyamma Temple-H → Gamanagatti
1066,Bendre Nagar ⇆ DWR SD,Bendre Nagar → Bgs School → Gtc Cross Sd → Gtc → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Corporation-D → Dwr Sd
1066R,Dwr Sd ⇆ Bendre Nagar,Dwr Sd → Corporation-D → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → Gtc → Gtc Cross Sd → Bgs School → Bendre Nagar
1068,Pavate Nagar ⇆ DWR SD,Pavate Nagar → Working Womens Hostel → Womens Hostel → Srinagar → Parisara Bhavan → Sarwamangala Hospital → Jaya Nagar Cross → Saptapura → K C D → Lic → Jubilee Circle → Anjuman Circle → Dwr Sd
1068R,Dwr Sd ⇆ Pavate Nagar,Dwr Sd → Anjuman Circle → Jubilee Circle → Lic → K C D → Saptapura → Jaya Nagar Cross → Sarwamangala Hospital → Parisara Bhavan → Srinagar → Womens Hostel → Working Womens Hostel → Pavate Nagar
107,Devargudihal ⇆ Hosur Terminal,Devargudihal → Devargudihal Form → Gariyan → Parsapur Plot → Parsapur → Vk Formouse → Gangival Govt School → Gangi Val → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Vani Plot → Shimla Nagar → Lakkyhall → Shubhash Nagar → Gudihal Cross → Indi Pump Sh → Old Hubli Circle → New English School-H → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
107R,Hosur Terminal ⇆ Devargudihal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School-H → Old Hubli Circle → Indi Pump Sh → Gudihal Cross → Shubhash Nagar → Lakkyhall → Shimla Nagar → Vani Plot → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Gangi Val → Gangival Govt School → Vk Formouse → Parsapur → Parsapur Plot → Gariyan → Devargudihal Form → Devargudihal
107,Devargudihal ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School-H → Old Hubli Circle → Indi Pump Sh → Gudihal Cross → Shubhash Nagar → Lakkyhall → Shimla Nagar → Vani Plot → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Gangi Val → Gangival Govt School → Vk Formouse → Parsapur → Parsapur Plot → Gariyan → Devargudihal Form → Devargudihal
107R,Devargudihal ⇆ Hosur Terminal,Devargudihal → Devargudihal Form → Gariyan → Parsapur Plot → Parsapur → Vk Formouse → Gangival Govt School → Gangi Val → Raynal Darga → Kambar Sali → Raynal → Kambar Sali → Raynal Darga → Vani Plot → Shimla Nagar → Lakkyhall → Shubhash Nagar → Gudihal Cross → Indi Pump Sh → Old Hubli Circle → New English School-H → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
1072,CBT-D ⇆ Bellad Nagar,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Desai Colony → Saraswathipura Cross → Saraswathipura → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Someshwara Temple → Bellad Nagar
1072R,Bellad Nagar ⇆ Cbt-D,Bellad Nagar → Someshwara Temple → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura → Saraswathipura Cross → Desai Colony → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1072,CBT-D ⇆ Bellad Nagar,Bellad Nagar → Someshwara Temple → Sdm Engg College → Purohith Nagar → Tajesavi Nagar → Saraswathipura → Saraswathipura Cross → Desai Colony → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1072R,Cbt-D ⇆ Bellad Nagar,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Desai Colony → Saraswathipura Cross → Saraswathipura → Tajesavi Nagar → Purohith Nagar → Sdm Engg College → Someshwara Temple → Bellad Nagar
1073,Shivalli ⇆ DWR SD,Dwr Sd → Shivaji Circle → Hebballi Agasi → Mr Nagar → Tulja Bavani Gudi → Hebballi Form → Govin Koppa Cross → Mi Nalwadi School → Pattri Gida → Gongadi Koppa Cross → Somapur → Mardgi Cross → Hubballi Cross → Shivalli
1073R,Shivalli ⇆ Dwr Sd,Shivalli → Hubballi Cross → Mardgi Cross → Somapur → Gongadi Koppa Cross → Pattri Gida → Mi Nalwadi School → Govin Koppa Cross → Hebballi Form → Tulja Bavani Gudi → Mr Nagar → Hebballi Agasi → Shivaji Circle → Dwr Sd
1073,Shivalli ⇆ DWR SD,Shivalli → Hubballi Cross → Mardgi Cross → Somapur → Gongadi Koppa Cross → Pattri Gida → Mi Nalwadi School → Govin Koppa Cross → Hebballi Form → Tulja Bavani Gudi → Mr Nagar → Hebballi Agasi → Shivaji Circle → Raman Gouda Haspital → Old Sp Office → Corporation-D → Dwr Sd
1073R,Dwr Sd ⇆ Shivalli,Dwr Sd → Corporation-D → Old Sp Office → Raman Gouda Haspital → Shivaji Circle → Hebballi Agasi → Mr Nagar → Tulja Bavani Gudi → Hebballi Form → Govin Koppa Cross → Mi Nalwadi School → Pattri Gida → Gongadi Koppa Cross → Somapur → Mardgi Cross → Hubballi Cross → Shivalli
1074,Talwai ⇆ CBT-D,Cbt-D → Shivaji Circle → Depot Circle → Murga Matha Sd → Mahanta Nagar → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti → Ashram → Kankur Govt School → Kankur → Kankur Mile Stone → Talwai
1074R,Talwai ⇆ Cbt-D,Talwai → Kankur Mile Stone → Kankur → Kankur Govt School → Ashram → Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mahanta Nagar → Murga Matha Sd → Depot Circle → Shivaji Circle → Cbt-D
1074,Talwai ⇆ CBT-D,Talwai → Kankur Mile Stone → Kankur → Ashram → Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mahanta Nagar → Murga Matha Sd → Depot Circle Sd → Shivaji Circle Sd → Raman Gouda Haspital → Old Sp Office → Corporation-D → Cbt-D
1074R,Cbt-D ⇆ Talwai,Cbt-D → Corporation-D → Old Sp Office → Raman Gouda Haspital → Shivaji Circle Sd → Depot Circle Sd → Murga Matha Sd → Mahanta Nagar → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti → Ashram → Kankur → Kankur Mile Stone → Talwai
